                                                                                                                                                                                                     25 Apr 2023 14:23:33
CoverageDefinition-NorthCusp



Spliced coverage by Pass for Region: 1
--------------------------------------

Access       Access Start (UTCG)          Access End (UTCG)       Duration (sec)     Asset Name    Asset Full Name    Region Name    % Coverage    Area Coverage (km^2)    % Accum Coverage    Accum Area Coverage (km^2)
  3120    25 Jul 2025 21:12:49.343    25 Jul 2025 21:24:46.955           717.613    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3121    25 Jul 2025 22:47:29.491    25 Jul 2025 22:59:32.261           722.770    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3122    26 Jul 2025 00:22:09.254    26 Jul 2025 00:34:16.193           726.939    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3123    26 Jul 2025 01:56:48.645    26 Jul 2025 02:09:00.384           731.738    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3124    26 Jul 2025 03:31:46.883    26 Jul 2025 03:43:45.440           718.556    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3125    26 Jul 2025 05:06:27.031    26 Jul 2025 05:18:29.119           722.087    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3126    26 Jul 2025 06:41:06.794    26 Jul 2025 06:53:13.767           726.972    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3127    26 Jul 2025 08:15:46.185    26 Jul 2025 08:27:58.571           732.386    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3128    26 Jul 2025 09:50:44.424    26 Jul 2025 10:02:41.990           717.567    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3129    26 Jul 2025 11:25:24.572    26 Jul 2025 11:37:27.104           722.532    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3130    26 Jul 2025 13:00:04.334    26 Jul 2025 13:12:11.655           727.321    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3131    26 Jul 2025 14:34:43.725    26 Jul 2025 14:46:54.814           731.089    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3132    26 Jul 2025 16:09:41.964    26 Jul 2025 16:21:40.394           718.430    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3133    26 Jul 2025 17:44:22.112    26 Jul 2025 17:56:24.690           722.579    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3134    26 Jul 2025 19:19:01.874    26 Jul 2025 19:31:08.231           726.357    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3135    26 Jul 2025 20:53:41.265    26 Jul 2025 21:05:53.639           732.374    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3136    26 Jul 2025 22:28:39.504    26 Jul 2025 22:40:37.677           718.172    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3137    27 Jul 2025 00:03:19.652    27 Jul 2025 00:15:21.678           722.026    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3138    27 Jul 2025 01:37:59.414    27 Jul 2025 01:50:06.837           727.423    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3139    27 Jul 2025 03:12:38.804    27 Jul 2025 03:24:50.622           731.818    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3140    27 Jul 2025 04:47:37.045    27 Jul 2025 04:59:35.080           718.035    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3141    27 Jul 2025 06:22:17.192    27 Jul 2025 06:34:19.988           722.796    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3142    27 Jul 2025 07:56:56.954    27 Jul 2025 08:09:03.514           726.560    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3143    27 Jul 2025 09:31:36.344    27 Jul 2025 09:43:48.435           732.091    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3144    27 Jul 2025 11:06:34.585    27 Jul 2025 11:18:33.091           718.506    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3145    27 Jul 2025 12:41:14.732    27 Jul 2025 12:53:16.357           721.625    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3146    27 Jul 2025 14:15:54.494    27 Jul 2025 14:28:01.745           727.251    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3147    27 Jul 2025 15:50:33.884    27 Jul 2025 16:02:46.148           732.264    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3148    27 Jul 2025 17:25:32.126    27 Jul 2025 17:37:29.499           717.373    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3149    27 Jul 2025 19:00:12.273    27 Jul 2025 19:12:15.009           722.736    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3150    27 Jul 2025 20:34:52.034    27 Jul 2025 20:46:59.153           727.119    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3151    27 Jul 2025 22:09:31.424    27 Jul 2025 22:21:42.964           731.541    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
